review,rating,categories
Worst banking app ever.. I was forced to migrate to the new app as the old is not working anymore. Very tedious app as most of the transactions I need to do that are easily found on the old app are hidden. At the same time I had to make a transaction that day but the person who guided me did not inform me that most of the functions will need 24hrs to fully activate. I had to pay an interest for a payment that is due on that day. If only I can give 0 stars or a negative for the app I will...,1,feature accessibility
"USELESS APPLICATION. IT DOES NOT FUNCTION WELL, CANNOT ENTER ON THE APPLICATION.",1,feature accessibility
Good bank very nice and helping people..god bless,5,customer service
So slow and poor,1,loading speed
I will not recommend this app bases on urgent matter.. Please erase my information in this loan app.. after tyring to apply it was rejected since there's a processing fee aside for 2 payday installments and needs company id aside from valid id presented... Too much to question asked.😒🙄,1,transaction speed /  transaction approval /  transaction fees
You app. Is not accepting valid temporary national issued by PHILSYS. pleas take an immediate solution regarding this problem or it will be reported to our government that you are not accepting the most valid id given to people of the Republic of Philippines.. thank you and Godbless I will change my ratings if the problem solve..,1,security features
"Can't see complete payment details, as compared to other banking apps; not as functional. Convert to installment feature does not work either.",1,feature accessibility
Worst loan app.grabe ang payment reminder sa mismong due date.iba ibang number and minu minuto ang text/call.umaga plng ng due date gusto nila 12pm ng mismong due date mo makapag settle kna.ang tindi nyo!hndi pa po tapos araw ng due date.9am plang jusko ng haharass na kau.!!!!!,1,leniency
Easy and Fast Response.. I'm happy from their website and services..,4,user friendliness /  customer service
"Do not subject yourself to harassment and humiliation. Or worst threats. Repay whenever you can, don't get past due.",1,leniency
"Worst lending app. Those who gave 5 stars, mostly were fake users or agents working within this company. If you borrow 10,000, you will only get 6990. And you'll need to pay it after 7 days with the total amount of 10,807. And a day before you due date, you will get nonstop sms and phone call even if you tell them you will pay within the due date. They don't care about their customers. Fees, interest and all other charges are good to me as long as the company understand and care for their cxs.",1,leniency
"Borrowing urgently needed money is also very difficult to find friends and relatives to borrow money, and the money is poor, and it is difficult to make money. It is very convenient to use the money here, and service is also good.",5,user friendliness /  customer service
Poor Service! FALSE ADVERTISING,1,customer service
"It is a loan application worth recommending to everyone. The service attitude is good, convenient, fast, safe and reliable, and the speed is very good.",5,transaction legitimacy /  transaction speed
"Very poor app. The old one is way better, why would you update your app to an inferior version. You cannot create ESS account. Atm lock is not available. So many feature from the old app that is missing. Whats worst is new security bank account can no longer register to the old version.",1,feature accessibility
"Had to gave a higher rate for my review to be on top. IKAW, OO, IKAW! WAG KA NA MAG AKSAYA NG ORAS PARA MAG INSTALL NITONG APP. Yes, mabilis mag open ng account pero maiipit kana pag may laman na yung account mo. Customer Service nila inabot ng 3weeks bago mag respond, only option is to call their hotline e pano pag walang landline dba. NA MIA YUNG PERA NA TINRANSFER KO FOR 2 WEEKS AND NO ONE HELPED. BETTER USE DIFF BANK IF YOU WANTED TO HAVE A HASSLE FREE TRANSACTION.",4,customer service /  transaction speed /  user friendliness
easy to loan,5,user friendliness
Very nice app and very easy to check the cash balance specially for an OFW like me. Excellent App.😁,5,user friendliness
Huy! Pinagsasabi mo na di pa bayad? Bayad na ako.. ung system nio bulok parang agents nio bulok! sama ng ugali! Makapangharass! bayad na sisingilin pa ulit? Scammer yarn? Delete nio account ko. Reported to SEC and NBI.,1,leniency /  transaction legitimacy
"Trying to open an account. Uploading the ID takes about a minute or so and when its done, I filled the required information but it wont let me continue. I checked again making sure i havent missed a box and even rewrite it. The ""continue"" button still cant be pressed and it dont even say what is wrong so i can correct it.",1,registration /  security features
Horrible unlawful hidden charges approved amount should be the same as disbursement,1,transaction legitimacy
"hassle , sasabihin oops something wrong etc , tas bigla nalang mangbabawas , ayun na doble tuloy binayaran na bills",1,transaction legitimacy
Since i haven't tried and I'm still expolring the app. I gave it a 4/5! It's feature is very friendly for beginners like me. Thank you!,4,user friendliness
Thank you so much KOMO East West bank sa pag pag ayos ng nawala kung pera very smooth to use and friendly user online banking ❤️,5,user friendliness
"I cant send monet, the app is sluggish and slow and the worst is it wont accept my six digit passcode up until it will no longer respond after reaching three attempts after putting my right passcode. Very inconvenient in processing my transaction. Metrobank call me back but same error. The app wont accept my passcode. Another issue persist the app isnt load while the old app works with my current connection.",1,loading speed /  security features
